age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,education_compact,education_compact_num,us,married
25,Private,HS_grad,9,Never_married,Other_service,Unmarried,White,Female,0,0,34,United_States,<=50K,High school or GED,1,1,0
29,Private,10th,6,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,No degree,0,1,1
54,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,Poland,>50K,High school or GED,1,0,1
27,Private,Bachelors,13,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,65,United_States,<=50K,Bachelor's,3,1,0
34,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,35,United_States,<=50K,High school or GED,1,1,1
38,Private,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,<=50K,High school or GED,1,1,1
24,Unknown,HS_grad,9,Never_married,Unknown,Other_relative,Amer_Indian_Eskimo,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
56,Private,Masters,14,Married_civ_spouse,Prof_specialty,Wife,White,Female,0,0,40,United_States,>50K,Master's,4,1,1
35,Self_emp_inc,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,62,United_States,<=50K,High school or GED,1,1,1
23,Unknown,Assoc_voc,11,Never_married,Unknown,Not_in_family,Amer_Indian_Eskimo,Female,0,0,30,United_States,<=50K,Associate's,2,1,0
23,Private,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
19,Private,Some_college,10,Never_married,Sales,Own_child,Black,Female,0,0,20,United_States,<=50K,High school or GED,1,1,0
42,Private,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,7298,0,35,United_States,>50K,Professional school,5,1,1
46,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,15024,0,45,United_States,>50K,Bachelor's,3,1,1
48,Self_emp_inc,HS_grad,9,Divorced,Sales,Unmarried,Asian_Pac_Islander,Female,0,0,84,Unknown,<=50K,High school or GED,1,0,0
27,Private,HS_grad,9,Never_married,Sales,Not_in_family,White,Male,0,0,40,Puerto_Rico,<=50K,High school or GED,1,0,0
22,Unknown,Assoc_acdm,12,Never_married,Unknown,Other_relative,White,Male,0,0,15,United_States,<=50K,Associate's,2,1,0
49,Self_emp_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,70,United_States,>50K,High school or GED,1,1,1
23,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,0,0,20,United_States,<=50K,High school or GED,1,1,0
24,Private,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
34,Private,HS_grad,9,Never_married,Machine_op_inspct,Own_child,Asian_Pac_Islander,Male,0,0,40,China,<=50K,High school or GED,1,0,0
25,Federal_gov,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
33,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,<=50K,High school or GED,1,1,1
22,Private,Assoc_acdm,12,Never_married,Adm_clerical,Own_child,White,Female,0,0,27,United_States,<=50K,Associate's,2,1,0
54,Local_gov,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,30,United_States,<=50K,High school or GED,1,1,0
39,Self_emp_inc,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K,Master's,4,1,0
25,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K,Bachelor's,3,1,0
75,Self_emp_inc,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,26,United_States,<=50K,High school or GED,1,1,1
28,Self_emp_not_inc,HS_grad,9,Never_married,Machine_op_inspct,Other_relative,Black,Male,0,0,30,United_States,<=50K,High school or GED,1,1,0
50,Private,Bachelors,13,Divorced,Sales,Not_in_family,White,Female,0,0,50,United_States,<=50K,Bachelor's,3,1,0
62,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,55,United_States,>50K,Bachelor's,3,1,1
40,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
58,Local_gov,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,37,United_States,<=50K,Bachelor's,3,1,0
24,Federal_gov,Assoc_acdm,12,Married_civ_spouse,Exec_managerial,Wife,White,Female,0,0,40,United_States,<=50K,Associate's,2,1,1
21,Private,HS_grad,9,Never_married,Other_service,Other_relative,White,Female,0,0,30,United_States,<=50K,High school or GED,1,1,0
40,Private,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,15024,0,50,United_States,>50K,Bachelor's,3,1,1
45,Private,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,1902,42,United_States,>50K,Associate's,2,1,1
48,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,<=50K,High school or GED,1,1,1
34,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,White,Male,0,0,70,United_States,<=50K,High school or GED,1,1,0
23,Private,HS_grad,9,Never_married,Priv_house_serv,Unmarried,Other,Female,0,0,40,Guatemala,<=50K,High school or GED,1,0,0
43,Local_gov,Masters,14,Never_married,Exec_managerial,Not_in_family,White,Female,10520,0,50,United_States,>50K,Master's,4,1,0
42,Local_gov,Some_college,10,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
39,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,50,Japan,>50K,Bachelor's,3,0,1
52,Self_emp_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,60,United_States,<=50K,High school or GED,1,1,1
21,Unknown,Some_college,10,Never_married,Unknown,Not_in_family,White,Female,0,0,35,United_States,<=50K,High school or GED,1,1,0
56,Self_emp_not_inc,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,60,United_States,<=50K,Bachelor's,3,1,0
48,Federal_gov,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,>50K,High school or GED,1,1,1
37,Self_emp_not_inc,HS_grad,9,Divorced,Exec_managerial,Not_in_family,Asian_Pac_Islander,Female,0,0,70,South_Korea,>50K,High school or GED,1,0,0
25,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,35,United_States,<=50K,High school or GED,1,1,1
40,Private,Bachelors,13,Married_civ_spouse,Handlers_cleaners,Own_child,White,Male,0,0,40,United_States,>50K,Bachelor's,3,1,0
34,Private,11th,7,Never_married,Machine_op_inspct,Own_child,Black,Male,0,0,45,United_States,<=50K,No degree,0,1,0
52,Private,HS_grad,9,Divorced,Other_service,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
41,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,0,1902,42,United_States,>50K,Bachelor's,3,1,1
36,Local_gov,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
21,Private,Assoc_voc,11,Never_married,Craft_repair,Own_child,White,Male,0,1504,40,United_States,<=50K,Associate's,2,1,0
28,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,<=50K,Bachelor's,3,1,0
31,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,Unknown,>50K,Bachelor's,3,0,1
20,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,0,0,9,England,<=50K,High school or GED,1,0,0
68,Private,HS_grad,9,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,Italy,>50K,High school or GED,1,0,1
35,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
32,Private,HS_grad,9,Never_married,Machine_op_inspct,Own_child,Black,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
64,Private,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,>50K,Master's,4,1,1
17,Private,10th,6,Never_married,Handlers_cleaners,Own_child,White,Female,0,0,23,United_States,<=50K,No degree,0,1,0
25,Private,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,20,United_States,<=50K,Bachelor's,3,1,0
74,Unknown,HS_grad,9,Widowed,Unknown,Not_in_family,White,Female,0,0,25,United_States,<=50K,High school or GED,1,1,0
31,Private,Assoc_voc,11,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,Colombia,<=50K,Associate's,2,0,1
51,State_gov,Doctorate,16,Married_civ_spouse,Exec_managerial,Husband,White,Male,7298,0,40,United_States,>50K,Doctorate,6,1,1
67,Private,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,10,United_States,<=50K,High school or GED,1,1,1
42,Private,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,3325,0,40,United_States,<=50K,High school or GED,1,1,0
29,Private,HS_grad,9,Never_married,Other_service,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
31,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
21,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,37,United_States,<=50K,High school or GED,1,1,1
67,Private,10th,6,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,16,United_States,<=50K,No degree,0,1,1
41,State_gov,HS_grad,9,Divorced,Protective_serv,Not_in_family,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,0
27,Private,Bachelors,13,Never_married,Tech_support,Not_in_family,White,Female,0,0,36,United_States,<=50K,Bachelor's,3,1,0
51,Private,12th,8,Divorced,Transport_moving,Unmarried,White,Male,0,0,50,United_States,<=50K,No degree,0,1,0
21,Unknown,11th,7,Married_civ_spouse,Unknown,Wife,White,Female,0,0,40,United_States,<=50K,No degree,0,1,1
28,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,46,United_States,<=50K,High school or GED,1,1,1
21,Private,Some_college,10,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
28,Private,Assoc_voc,11,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,>50K,Associate's,2,1,1
29,Private,HS_grad,9,Married_civ_spouse,Other_service,Husband,White,Male,0,0,35,United_States,<=50K,High school or GED,1,1,1
39,Self_emp_inc,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,70,United_States,<=50K,High school or GED,1,1,1
21,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,Colombia,<=50K,Bachelor's,3,0,0
43,Private,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,Associate's,2,1,1
44,Self_emp_not_inc,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,14344,0,40,United_States,>50K,High school or GED,1,1,0
28,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,<=50K,No degree,0,1,1
31,Private,9th,5,Never_married,Sales,Not_in_family,White,Male,0,0,43,United_States,>50K,No degree,0,1,0
18,Unknown,HS_grad,9,Never_married,Unknown,Own_child,White,Male,0,0,30,United_States,<=50K,High school or GED,1,1,0
27,Private,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,Amer_Indian_Eskimo,Female,0,0,45,United_States,<=50K,High school or GED,1,1,1
34,State_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
25,Private,HS_grad,9,Never_married,Tech_support,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
34,Private,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,England,<=50K,Bachelor's,3,0,1
43,Local_gov,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,7688,0,40,United_States,>50K,High school or GED,1,1,1
40,Self_emp_inc,Masters,14,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,<=50K,Master's,4,1,1
21,Private,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,0,0,35,United_States,<=50K,High school or GED,1,1,0
25,Private,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,0,0,25,United_States,<=50K,High school or GED,1,1,0
21,Private,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
19,Self_emp_not_inc,Some_college,10,Never_married,Transport_moving,Own_child,White,Male,0,0,30,United_States,<=50K,High school or GED,1,1,0
49,Self_emp_inc,Assoc_acdm,12,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K,Associate's,2,1,1
20,Private,Some_college,10,Never_married,Other_service,Own_child,White,Male,0,0,20,United_States,<=50K,High school or GED,1,1,0
36,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,47,United_States,<=50K,No degree,0,1,1
32,Private,Some_college,10,Separated,Exec_managerial,Unmarried,Black,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
23,Private,Some_college,10,Never_married,Adm_clerical,Own_child,White,Male,0,0,32,United_States,<=50K,High school or GED,1,1,0
21,Private,Some_college,10,Never_married,Sales,Own_child,White,Male,0,0,10,United_States,<=50K,High school or GED,1,1,0
25,Private,Bachelors,13,Never_married,Exec_managerial,Own_child,White,Male,0,0,40,United_States,<=50K,Bachelor's,3,1,0
26,Private,5th_6th,3,Never_married,Transport_moving,Not_in_family,White,Male,0,0,40,Unknown,<=50K,No degree,0,0,0
24,Private,Bachelors,13,Never_married,Sales,Own_child,White,Female,0,0,40,United_States,<=50K,Bachelor's,3,1,0
22,Private,Some_college,10,Never_married,Prof_specialty,Unmarried,White,Female,0,0,20,United_States,<=50K,High school or GED,1,1,0
26,Private,HS_grad,9,Married_civ_spouse,Other_service,Wife,White,Female,0,0,40,Mexico,<=50K,High school or GED,1,0,1
22,Private,9th,5,Never_married,Machine_op_inspct,Unmarried,White,Male,0,0,40,Guatemala,<=50K,No degree,0,0,0
41,Local_gov,Bachelors,13,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,>50K,Bachelor's,3,1,1
18,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,1
24,Private,Bachelors,13,Never_married,Sales,Own_child,White,Male,0,0,40,United_States,<=50K,Bachelor's,3,1,0
38,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,1740,48,United_States,<=50K,High school or GED,1,1,1
36,Private,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,17,United_States,<=50K,Bachelor's,3,1,0
45,Local_gov,Masters,14,Divorced,Prof_specialty,Own_child,White,Female,0,0,55,United_States,<=50K,Master's,4,1,0
38,Local_gov,Some_college,10,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
38,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,50,United_States,>50K,High school or GED,1,1,1
34,Self_emp_not_inc,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
53,Local_gov,Assoc_acdm,12,Never_married,Adm_clerical,Not_in_family,Black,Male,0,0,40,United_States,<=50K,Associate's,2,1,0
32,Private,Assoc_voc,11,Married_civ_spouse,Prof_specialty,Wife,White,Female,0,0,40,United_States,>50K,Associate's,2,1,1
17,Private,11th,7,Never_married,Sales,Own_child,Black,Female,0,0,30,United_States,<=50K,No degree,0,1,0
45,State_gov,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,7298,0,40,United_States,>50K,Bachelor's,3,1,1
31,Local_gov,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,48,United_States,<=50K,High school or GED,1,1,1
47,State_gov,Doctorate,16,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,45,United_States,<=50K,Doctorate,6,1,1
27,Private,HS_grad,9,Never_married,Sales,Not_in_family,White,Male,0,0,50,United_States,<=50K,High school or GED,1,1,0
61,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,30,United_States,<=50K,High school or GED,1,1,1
33,Private,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
67,Private,HS_grad,9,Separated,Machine_op_inspct,Other_relative,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
38,Private,Bachelors,13,Separated,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K,Bachelor's,3,1,0
25,Private,HS_grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
33,Local_gov,5th_6th,3,Never_married,Other_service,Unmarried,Other,Female,0,0,40,El_Salvador,<=50K,No degree,0,0,0
27,Private,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,1
45,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,>50K,High school or GED,1,1,1
24,Private,Bachelors,13,Never_married,Adm_clerical,Other_relative,Asian_Pac_Islander,Female,0,0,40,Taiwan,<=50K,Bachelor's,3,0,0
23,Private,Assoc_voc,11,Never_married,Tech_support,Not_in_family,White,Male,0,0,40,United_States,<=50K,Associate's,2,1,0
48,Private,Some_college,10,Divorced,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
61,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
22,Private,HS_grad,9,Never_married,Prof_specialty,Own_child,White,Female,0,0,20,United_States,<=50K,High school or GED,1,1,0
34,Private,Assoc_voc,11,Divorced,Tech_support,Unmarried,White,Female,0,0,40,United_States,<=50K,Associate's,2,1,0
32,Private,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,5178,0,40,United_States,>50K,High school or GED,1,1,1
35,Federal_gov,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,50,United_States,<=50K,High school or GED,1,1,0
36,Private,10th,6,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,<=50K,No degree,0,1,0
24,Private,HS_grad,9,Never_married,Exec_managerial,Unmarried,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
60,Private,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,No degree,0,1,1
28,Unknown,Bachelors,13,Never_married,Unknown,Not_in_family,White,Female,0,0,43,United_States,<=50K,Bachelor's,3,1,0
64,Private,HS_grad,9,Divorced,Craft_repair,Unmarried,White,Male,0,0,20,United_States,<=50K,High school or GED,1,1,0
22,Private,HS_grad,9,Never_married,Sales,Unmarried,White,Female,0,0,35,United_States,<=50K,High school or GED,1,1,0
27,Private,5th_6th,3,Never_married,Priv_house_serv,Not_in_family,White,Female,0,0,65,England,<=50K,No degree,0,0,0
36,State_gov,Some_college,10,Divorced,Transport_moving,Not_in_family,White,Male,0,0,60,United_States,<=50K,High school or GED,1,1,0
27,Private,HS_grad,9,Never_married,Sales,Unmarried,Black,Female,0,0,30,United_States,<=50K,High school or GED,1,1,0
52,Private,Some_college,10,Widowed,Sales,Not_in_family,White,Female,0,0,40,United_States,<=50K,High school or GED,1,1,0
57,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,45,United_States,<=50K,High school or GED,1,1,1
23,Private,Some_college,10,Never_married,Adm_clerical,Not_in_family,Asian_Pac_Islander,Male,0,0,24,Vietnam,<=50K,High school or GED,1,0,0
29,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
34,Private,HS_grad,9,Never_married,Transport_moving,Not_in_family,Black,Male,0,0,80,United_States,<=50K,High school or GED,1,1,0
38,Private,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,0,0,30,United_States,<=50K,High school or GED,1,1,0
50,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,84,United_States,>50K,High school or GED,1,1,1
50,Private,11th,7,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,<=50K,No degree,0,1,1
51,Self_emp_not_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Wife,White,Female,0,0,40,United_States,>50K,Bachelor's,3,1,1
17,Self_emp_inc,10th,6,Never_married,Craft_repair,Own_child,White,Male,0,0,40,United_States,<=50K,No degree,0,1,0
25,Private,11th,7,Married_spouse_absent,Handlers_cleaners,Not_in_family,White,Female,0,0,40,Mexico,<=50K,No degree,0,0,0
19,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
43,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
59,Private,Some_college,10,Separated,Sales,Not_in_family,White,Male,14084,0,60,United_States,>50K,High school or GED,1,1,0
39,Private,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,6849,0,40,United_States,<=50K,Master's,4,1,0
18,Private,9th,5,Never_married,Machine_op_inspct,Own_child,White,Male,0,0,40,Mexico,<=50K,No degree,0,0,0
27,Private,Masters,14,Never_married,Exec_managerial,Own_child,White,Female,0,0,40,United_States,<=50K,Master's,4,1,0
39,Private,Assoc_voc,11,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,60,United_States,<=50K,Associate's,2,1,0
44,Private,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,>50K,Bachelor's,3,1,1
19,Private,HS_grad,9,Never_married,Adm_clerical,Other_relative,White,Female,0,0,35,United_States,<=50K,High school or GED,1,1,0
32,Local_gov,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,0
48,Private,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,>50K,High school or GED,1,1,1
46,Private,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,<=50K,Associate's,2,1,1
65,Private,11th,7,Widowed,Sales,Other_relative,White,Female,0,0,20,United_States,<=50K,No degree,0,1,0
57,Self_emp_inc,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,45,United_States,>50K,Bachelor's,3,1,1
48,Private,HS_grad,9,Never_married,Other_service,Unmarried,Black,Female,0,0,32,Haiti,<=50K,High school or GED,1,0,0
46,Private,7th_8th,4,Married_civ_spouse,Other_service,Husband,Asian_Pac_Islander,Male,0,1651,40,China,<=50K,No degree,0,0,1
27,Private,10th,6,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,<=50K,No degree,0,1,1
29,Local_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,1485,40,United_States,>50K,High school or GED,1,1,1
21,Unknown,HS_grad,9,Never_married,Unknown,Unmarried,Black,Female,0,0,25,United_States,<=50K,High school or GED,1,1,0
20,Unknown,Some_college,10,Never_married,Unknown,Own_child,White,Female,0,0,12,United_States,<=50K,High school or GED,1,1,0
51,Unknown,HS_grad,9,Married_civ_spouse,Unknown,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
35,Self_emp_inc,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,1740,40,United_States,<=50K,High school or GED,1,1,1
29,Self_emp_not_inc,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,70,United_States,<=50K,High school or GED,1,1,1
30,Local_gov,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,15024,0,40,United_States,>50K,High school or GED,1,1,1
65,Private,HS_grad,9,Widowed,Other_service,Not_in_family,White,Female,0,0,15,United_States,<=50K,High school or GED,1,1,0
20,Unknown,HS_grad,9,Married_spouse_absent,Unknown,Not_in_family,White,Female,0,0,35,United_States,<=50K,High school or GED,1,1,0
47,Federal_gov,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,<=50K,High school or GED,1,1,1
41,Private,HS_grad,9,Divorced,Craft_repair,Unmarried,White,Male,2174,0,40,Japan,<=50K,High school or GED,1,0,0
17,Private,9th,5,Never_married,Craft_repair,Own_child,White,Female,0,0,16,United_States,<=50K,No degree,0,1,0
38,Local_gov,5th_6th,3,Married_civ_spouse,Handlers_cleaners,Other_relative,White,Male,0,0,40,Mexico,<=50K,No degree,0,0,0
38,Local_gov,Masters,14,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,>50K,Master's,4,1,1
39,Self_emp_not_inc,HS_grad,9,Never_married,Sales,Other_relative,White,Female,0,0,4,United_States,<=50K,High school or GED,1,1,0
24,Unknown,HS_grad,9,Separated,Unknown,Not_in_family,White,Female,0,0,38,United_States,<=50K,High school or GED,1,1,0
52,Private,10th,6,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,41,United_States,<=50K,No degree,0,1,1
46,Self_emp_not_inc,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,58,United_States,>50K,High school or GED,1,1,1
22,Private,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,30,United_States,<=50K,Bachelor's,3,1,0
56,Private,Masters,14,Never_married,Sales,Not_in_family,White,Male,0,0,50,United_States,<=50K,Master's,4,1,0
37,Self_emp_not_inc,11th,7,Divorced,Prof_specialty,Unmarried,Black,Female,0,0,30,United_States,<=50K,No degree,0,1,0
59,Private,Bachelors,13,Divorced,Sales,Not_in_family,White,Male,0,0,55,United_States,>50K,Bachelor's,3,1,0
19,Self_emp_not_inc,11th,7,Married_civ_spouse,Craft_repair,Own_child,White,Male,0,2129,55,United_States,<=50K,No degree,0,1,0
31,Private,9th,5,Never_married,Craft_repair,Not_in_family,Other,Male,0,0,45,United_States,<=50K,No degree,0,1,0
22,Private,Some_college,10,Never_married,Sales,Not_in_family,Asian_Pac_Islander,Male,0,0,20,Philippines,<=50K,High school or GED,1,0,0
48,Self_emp_not_inc,Doctorate,16,Never_married,Prof_specialty,Unmarried,White,Female,0,0,60,United_States,>50K,Doctorate,6,1,0
63,Self_emp_inc,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,<=50K,Bachelor's,3,1,1
33,Private,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,7298,0,45,United_States,>50K,High school or GED,1,1,1
53,Private,HS_grad,9,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,10,United_States,<=50K,High school or GED,1,1,0
38,Private,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,Unknown,>50K,Associate's,2,0,1
39,Private,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,0,0,24,United_States,<=50K,Associate's,2,1,1
